,Movie,Released Year,Certificate,Duration,Genre,Rating,Metascore,Votes
282, The Family Man,2019– ,TV-14,Not available,"Action, Comedy, Drama",9.3,Not available,"3,510"
283,Naandhi,2021,146 min,146 min,"Crime, Drama, Thriller",8.4,Not available,"3,508"
284,Bombay Begums,2021– ,TV-MA,50 min,Drama,4.9,Not available,"3,493"
285,Tiger,2021,TV-MA,192 min,"Documentary, Biography, Sport",7.8,Not available,"3,491"
286, The Family Man,2019– ,TV-14,Not available,"Action, Comedy, Drama",9.3,Not available,"3,485"
287,Silence: Can You Hear It,2021,136 min,136 min,"Crime, Thriller",6.6,Not available,"3,464"
288,The Mighty Ducks: Game Changers,2021– ,TV-PG,Not available,"Comedy, Drama, Sport",7.5,Not available,"3,448"
289,Saina,2021,135 min,135 min,"Biography, Drama, Sport",4.2,Not available,"3,423"
290,Yuvarathnaa,2021,161 min,161 min,"Action, Drama",6.6,Not available,"3,412"
291,A Week Away,2021,TV-PG,94 min,"Drama, Family, Musical",5.8,32,"3,381"
292,Maara,2021,149 min,149 min,"Adventure, Drama, Mystery",7.7,Not available,"3,370"
293,Pelé,2021,TV-14,108 min,"Documentary, Biography, Sport",7.0,61,"3,364"
294,Pacific Rim: The Black,2021– ,TV-14,24 min,"Animation, Action, Adventure",7.1,Not available,"3,348"
295, Mare of Easttown,2021,TV-MA,58 min,"Crime, Drama, Mystery",8.7,Not available,"3,338"
296,Horimiya,I 2021– ,TV-14,24 min,"Animation, Comedy, Drama",8.3,Not available,"3,319"
297,The Minimalists: Less Is Now,2021,TV-14,53 min,Documentary,5.9,Not available,"3,311"
298, Jujutsu Kaisen,2020– ,TV-MA,24 min,"Animation, Action, Adventure",9.6,Not available,"3,285"
299, Rick and Morty,2013– ,TV-14,Not available,"Animation, Adventure, Comedy",9.1,Not available,"3,283"
300,Mushoku Tensei: Jobless Reincarnation,2021– ,TV-14,24 min,"Animation, Adventure, Fantasy",8.4,Not available,"3,270"
301,Sex/Life,2021– ,TV-MA,Not available,"Comedy, Drama, Romance",5.7,Not available,"3,247"
302,In the Earth,2021,R,107 min,"Horror, Sci-Fi, Thriller",5.2,63,"3,199"
303, Mare of Easttown,2021,TV-MA,64 min,"Crime, Drama, Mystery",9.1,Not available,"3,196"
304,Why Did You Kill Me?,2021,TV-MA,83 min,"Documentary, Crime",5.6,Not available,"3,191"
305,Hello Charlie,2021,102 min,102 min,Comedy,5.6,Not available,"3,186"
306,This Is a Robbery: The World's Greatest Art Heist,2021,TV-MA,210 min,"Documentary, Crime, History",6.5,Not available,"3,184"
307,Calls,2021– ,TV-MA,12 min,"Drama, Horror, Mystery",7.8,Not available,"3,179"
308, Superman and Lois,2021– ,TV-PG,64 min,"Action, Adventure, Drama",8.7,Not available,"3,176"
309,Bloodlands,2021,222 min,222 min,"Crime, Drama, Thriller",6.5,Not available,"3,174"
310,Save Ralph,2021,4 min,4 min,"Animation, Short",8.6,Not available,"3,172"
311, Cobra Kai,2018– ,TV-14,39 min,"Action, Comedy, Drama",9.2,Not available,"3,143"
312,Uppena,2021,TV-14,147 min,"Action, Drama, Romance",6.8,Not available,"3,142"
313,The Box,V 2021,94 min,94 min,"Drama, Music, Musical",8.7,Not available,"3,134"
314,Silk Road,2021,R,112 min,"Crime, Drama, Thriller",5.9,41,"3,125"
315,Crashh,2021– ,23 min,23 min,Romance,9.0,Not available,"3,124"
316,Konusanlar,2021– ,50 min,50 min,"Comedy, Talk-Show",6.9,Not available,"3,120"
317,Chakra,2021,Not Rated,131 min,"Action, Crime, Thriller",7.0,Not available,"3,096"
318, Lupin,2021– ,TV-MA,47 min,"Action, Crime, Drama",7.9,Not available,"3,096"
319,Baggio: The Divine Ponytail,2021,TV-MA,91 min,"Biography, Drama, Sport",6.1,Not available,"3,090"
320,Age of Samurai: Battle for Japan,2021– ,TV-MA,Not available,"Documentary, Action, Adventure",7.4,Not available,"3,073"
321, Star Wars: The Bad Batch,2021– ,TV-PG,31 min,"Animation, Action, Adventure",7.5,Not available,"3,059"
322,Fear Street Part 1: 1994,2021,R,107 min,"Horror, Mystery",6.5,67,"3,024"
323,Great White,2021,91 min,91 min,"Horror, Thriller",4.1,Not available,"2,994"
324, Lucifer,2016– ,TV-14,53 min,"Crime, Drama, Fantasy",9.4,Not available,"2,993"
325,Tina,2021,TV-MA,118 min,"Documentary, Biography, History",8.0,81,"2,982"
326,Major Grom: Plague Doctor,2021,136 min,136 min,"Action, Adventure",6.5,Not available,"2,958"
327,Bhoomi,II 2021,TV-PG,128 min,"Action, Drama",5.0,Not available,"2,923"
328,Marvel Studios: Legends,2021– ,TV-14,7 min,"Action, Fantasy, Sci-Fi",6.5,Not available,"2,911"
329,The Misfits,2021,R,94 min,"Action, Adventure, Thriller",4.1,24,"2,882"
330,Rurouni Kenshin: Final Chapter Part I - The Final,2021,138 min,138 min,"Action, Adventure, Drama",7.3,Not available,"2,849"
331, Mare of Easttown,2021,TV-MA,60 min,"Crime, Drama, Mystery",8.3,Not available,"2,848"
332,Q: Into the Storm,2021,TV-MA,353 min,Documentary,7.6,Not available,"2,833"
333, Mare of Easttown,2021,TV-MA,56 min,"Crime, Drama, Mystery",8.4,Not available,"2,813"
334,First Signal,2021,102 min,102 min,"Drama, History, Sci-Fi",7.0,Not available,"2,812"
335, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",9.7,Not available,"2,809"
336,Haseen Dillruba,2021,TV-MA,135 min,"Crime, Drama, Mystery",6.7,Not available,"2,805"
337,Law & Order: Organized Crime,2021– ,TV-14,Not available,"Crime, Drama, Mystery",7.6,Not available,"2,804"
338,Tunna blå linjen,2021– ,Not Rated,60 min,"Crime, Drama",8.2,Not available,"2,804"
339,Censor,2021,84 min,84 min,Horror,5.9,67,"2,801"
340, Cobra Kai,2018– ,TV-14,32 min,"Action, Comedy, Drama",8.2,Not available,"2,796"
341, Black Clover,2017–2021,TV-PG,24 min,"Animation, Action, Adventure",9.7,Not available,"2,791"
342,Grahan,I 2021– ,"
Action, Drama, Thriller            ",Not available,"Action, Drama, Thriller",8.8,Not available,"2,755"
343, Mare of Easttown,2021,TV-MA,57 min,"Crime, Drama, Mystery",8.8,Not available,"2,745"
344, Shadow and Bone,2021– ,TV-14,52 min,"Action, Adventure, Drama",7.8,Not available,"2,739"
345,Mr. Mayor,2021– ,TV-PG,22 min,Comedy,6.3,Not available,"2,726"
346,Xtreme,2021,TV-MA,111 min,"Action, Crime, Drama",5.8,Not available,"2,724"
347,Kala,2021,130 min,130 min,Thriller,6.9,Not available,"2,716"
348,Roberrt,2021,166 min,166 min,"Action, Comedy, Musical",6.7,Not available,"2,705"
349,Generation,2021– ,TV-MA,Not available,"Comedy, Drama",6.5,Not available,"2,698"
350,"Crack: Cocaine, Corruption & Conspiracy",2021,TV-MA,89 min,"Documentary, Crime, History",6.7,Not available,"2,695"
351, The Expanse,2015– ,TV-14,56 min,"Drama, Mystery, Sci-Fi",8.7,Not available,"2,684"
352, Cobra Kai,2018– ,TV-14,30 min,"Action, Comedy, Drama",8.9,Not available,"2,684"
353,Breaking News in Yuba County,2021,R,96 min,"Comedy, Crime, Drama",5.7,24,"2,675"
354, Star Trek: Discovery,2017– ,TV-14,62 min,"Action, Adventure, Drama",6.3,Not available,"2,673"
355,The Devil Below,2021,88 min,88 min,"Horror, Thriller",4.2,Not available,"2,671"
356,Together Together,2021,R,90 min,Comedy,6.5,72,"2,643"
357,Marvel's M.O.D.O.K.,2021– ,TV-MA,22 min,"Animation, Action, Comedy",6.3,Not available,"2,641"
358, Cobra Kai,2018– ,TV-14,36 min,"Action, Comedy, Drama",8.6,Not available,"2,624"
359,Operation Java,2021,146 min,146 min,"Crime, Drama, Thriller",8.2,Not available,"2,609"
360, Cobra Kai,2018– ,TV-14,38 min,"Action, Comedy, Drama",8.3,Not available,"2,607"
361,Vanquish,2021,R,94 min,"Action, Crime, Thriller",2.7,22,"2,597"
362, Lucifer,2016– ,TV-14,63 min,"Crime, Drama, Fantasy",9.5,Not available,"2,588"
363,"Batman: The Long Halloween, Part One",2021 Video,PG-13,85 min,"Animation, Action, Crime",7.5,Not available,"2,586"
364,Son,2021,Not Rated,98 min,"Horror, Thriller",5.5,53,"2,562"
365,Secret Magic Control Agency,2021,TV-Y7,103 min,"Animation, Adventure, Comedy",6.2,Not available,"2,538"
366,Madame Claude,2021,TV-MA,112 min,"Biography, Crime, Drama",5.4,Not available,"2,536"
367,Tribhanga,2021,TV-MA,95 min,"Drama, Family",6.1,Not available,"2,526"
368, One Piece,1999– ,TV-14,24 min,"Animation, Action, Adventure",9.6,Not available,"2,519"
369, Lupin,2021– ,TV-MA,52 min,"Action, Crime, Drama",7.8,Not available,"2,501"
370,Irul,2021,91 min,91 min,"Mystery, Thriller",5.8,Not available,"2,490"
371, Cobra Kai,2018– ,TV-14,32 min,"Action, Comedy, Drama",8.0,Not available,"2,484"
372, One Piece,1999– ,TV-14,24 min,"Animation, Action, Adventure",9.4,Not available,"2,480"
373, Star Wars: The Bad Batch,2021– ,TV-PG,28 min,"Animation, Action, Adventure",7.9,Not available,"2,478"
374,Country Comfort,2021,TV-PG,Not available,"Comedy, Drama, Family",6.9,Not available,"2,470"
375, Lucifer,2016– ,TV-14,58 min,"Crime, Drama, Fantasy",8.4,Not available,"2,468"
376,Big Shot,2021– ,TV-PG,Not available,"Comedy, Drama, Sport",7.5,Not available,"2,467"
377,The Djinn,2021,R,82 min,"Horror, Thriller",4.7,61,"2,441"
378,Squared Love,2021,TV-14,102 min,"Comedy, Romance",5.0,Not available,"2,419"
379, Young Rock,2021– ,TV-14,Not available,Comedy,8.8,Not available,"2,409"
380, Cobra Kai,2018– ,TV-14,34 min,"Action, Comedy, Drama",8.5,Not available,"2,403"
381,The Year Earth Changed,2021,TV-PG,48 min,Documentary,8.3,Not available,"2,398"
382, Cobra Kai,2018– ,TV-14,28 min,"Action, Comedy, Drama",8.5,Not available,"2,395"
383, Lucifer,2016– ,TV-14,55 min,"Crime, Drama, Fantasy",8.5,Not available,"2,369"
384,Peter Rabbit 2: The Runaway,2021,PG,93 min,"Animation, Adventure, Comedy",6.2,43,"2,368"
385,Love Scandals & Doctors,2021– ,20 min,20 min,Thriller,8.9,Not available,"2,364"
386, Doctor Who,2005– ,TV-PG,71 min,"Adventure, Drama, Family",5.9,Not available,"2,359"
387,Teddy,II 2021,TV-PG,136 min,"Animation, Action, Adventure",6.6,Not available,"2,351"
388, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.4,Not available,"2,348"
389,No Sudden Move,2021,R,115 min,"Crime, Drama, Mystery",6.7,77,"2,339"
390, Shadow and Bone,2021– ,TV-14,52 min,"Action, Adventure, Drama",7.8,Not available,"2,336"
391, The Handmaid's Tale,2017– ,TV-MA,62 min,"Drama, Sci-Fi, Thriller",8.7,Not available,"2,329"
392, Cobra Kai,2018– ,TV-14,29 min,"Action, Comedy, Drama",8.3,Not available,"2,323"
393,Happily,2021,R,96 min,"Comedy, Crime, Romance",5.3,58,"2,322"
394, Euphoria,2019– ,TV-MA,49 min,Drama,8.8,Not available,"2,304"
395,Vitthal Teedi,2021– ,185 min,185 min,Drama,9.5,Not available,"2,296"
396, Shadow and Bone,2021– ,TV-14,58 min,"Action, Adventure, Drama",8.7,Not available,"2,286"
397, Lupin,2021– ,TV-MA,42 min,"Action, Crime, Drama",7.6,Not available,"2,281"
398,22 vs. Earth,2021,9 min,9 min,"Animation, Short, Adventure",6.5,Not available,"2,273"
399, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.6,Not available,"2,257"
400,Resident Evil Village,2021 Video Game,M,Not available,"Action, Adventure, Fantasy",8.9,Not available,"2,256"
401,Skater Girl,2021,PG,107 min,"Drama, Family, Sport",6.7,Not available,"2,253"
402,To Your Eternity,2021– ,25 min,25 min,"Animation, Adventure, Drama",9.1,Not available,"2,249"
403,Record of Ragnarok,2021– ,TV-14,24 min,"Animation, Action, Adventure",6.2,Not available,"2,243"
404, The Expanse,2015– ,TV-14,54 min,"Drama, Mystery, Sci-Fi",7.6,Not available,"2,241"
405,Kaadan,2021,170 min,170 min,"Action, Drama, Fantasy",9.1,Not available,"2,240"
406,Sir Alex Ferguson: Never Give In,2021,PG-13,130 min,Documentary,8.4,68,"2,223"
407,Oslo,2021 TV Movie,TV-MA,118 min,"Drama, History, Thriller",6.6,54,"2,214"
408,Rebel,2021,TV-14,Not available,"Crime, Drama",7.0,Not available,"2,214"
409, Lupin,2021– ,TV-MA,43 min,"Action, Crime, Drama",7.7,Not available,"2,212"
410,Bling Empire,2021– ,TV-MA,38 min,Reality-TV,5.8,Not available,"2,209"
411,Solos,2021– ,TV-14,185 min,"Drama, Fantasy, Sci-Fi",5.7,Not available,"2,204"
412, Lupin,2021– ,TV-MA,47 min,"Action, Crime, Drama",7.6,Not available,"2,202"
413,Recalled,2021,99 min,99 min,"Drama, Mystery, Thriller",6.9,Not available,"2,181"
414,The Way of the Househusband,2021– ,TV-14,16 min,"Animation, Action, Comedy",7.3,Not available,"2,172"
415, The Frog,2020–2021,Not Rated,44 min,"Crime, Drama, Mystery",8.5,Not available,"2,161"
416, Shadow and Bone,2021– ,TV-14,48 min,"Action, Adventure, Drama",7.9,Not available,"2,160"
417, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.6,Not available,"2,150"
418, The Expanse,2015– ,TV-14,48 min,"Drama, Mystery, Sci-Fi",8.0,Not available,"2,149"
419, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.6,Not available,"2,146"
420,One,II 2021,151 min,151 min,"Drama, Thriller",6.6,Not available,"2,146"
421, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.7,Not available,"2,142"
422, Star Wars: The Bad Batch,2021– ,TV-PG,26 min,"Animation, Action, Adventure",7.6,Not available,"2,139"
423,Sijipeuseu: The Myth,2021– ,Not Rated,70 min,"Action, Drama, Fantasy",7.1,Not available,"2,137"
424, Jujutsu Kaisen,2020– ,TV-MA,24 min,"Animation, Action, Adventure",9.6,Not available,"2,133"
425, Line of Duty,2012– ,TV-14,57 min,"Crime, Drama, Mystery",5.5,Not available,"2,133"
426, The Frog,2020–2021,Not Rated,46 min,"Crime, Drama, Mystery",8.5,Not available,"2,132"
427,Move to Heaven,2021– ,TV-MA,60 min,Drama,8.7,Not available,"2,129"
428, Dracula,2021– ,"
Comedy, Drama            ",Not available,"Comedy, Drama",9.7,Not available,"2,113"
429, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.8,Not available,"2,107"
430,We Children from Bahnhof Zoo,2021,Not Rated,Not available,Drama,6.3,Not available,"2,107"
431,Kung Fu,2021– ,TV-14,Not available,"Action, Adventure, Drama",5.0,Not available,"2,106"
432, Young Rock,2021– ,TV-PG,Not available,Comedy,9.1,Not available,"2,098"
433,Eeswaran,2021,Not Rated,130 min,"Action, Drama",4.7,Not available,"2,095"
434,The Seventh Day,2021,R,87 min,"Horror, Mystery",4.4,43,"2,085"
435, Shadow and Bone,2021– ,TV-14,45 min,"Action, Adventure, Drama",8.6,Not available,"2,079"
436, Superman and Lois,2021– ,TV-PG,44 min,"Action, Adventure, Drama",8.4,Not available,"2,070"
437, Boruto: Naruto Next Generations,2017– ,TV-14,24 min,"Animation, Action, Adventure",9.7,Not available,"2,068"
438, Shadow and Bone,2021– ,TV-14,51 min,"Action, Adventure, Drama",8.1,Not available,"2,061"
439,Alma Matters - Inside the IIT Dream,2021,150 min,150 min,Documentary,8.6,Not available,"2,058"
440,The Power,II 2021,92 min,92 min,Horror,5.6,60,"2,041"
441,Nezha Reborn,2021,118 min,118 min,"Animation, Action, Fantasy",6.9,Not available,"2,035"
442, The Promised Neverland,2019–2021,TV-14,23 min,"Animation, Adventure, Drama",2.6,Not available,"2,031"
443, Castlevania,2017–2021,TV-MA,31 min,"Animation, Action, Adventure",9.8,Not available,"2,030"
444,Word of Honor,2021– ,TV-14,45 min,"Action, Drama, Fantasy",9.1,Not available,"2,030"
445, South Park,1997– ,TV-MA,46 min,"Animation, Comedy",7.5,Not available,"2,026"
446,The Lost Pirate Kingdom,2021– ,TV-MA,Not available,"Documentary, Adventure, Drama",6.6,Not available,"2,017"
447, The Frog,2020–2021,Not Rated,50 min,"Crime, Drama, Mystery",7.9,Not available,"2,010"
448, One Piece,1999– ,TV-14,Not available,"Animation, Action, Adventure",9.6,Not available,"1,999"
449, The Frog,2020–2021,Not Rated,44 min,"Crime, Drama, Mystery",8.3,Not available,"1,999"
450, The Handmaid's Tale,2017– ,TV-MA,58 min,"Drama, Sci-Fi, Thriller",9.0,Not available,"1,999"
451,Infinitum: Subject Unknown,2021,86 min,86 min,Sci-Fi,5.5,Not available,"1,996"
452," Re: Zero, Starting Life in Another World",2016– ,TV-14,30 min,"Animation, Adventure, Drama",9.8,Not available,"1,986"
453, The Expanse,2015– ,TV-14,52 min,"Drama, Mystery, Sci-Fi",7.8,Not available,"1,985"
454,The Great Escapists,2021– ,TV-14,Not available,"Documentary, Adventure, Comedy",5.7,Not available,"1,977"
455,Tokyo Revengers,2021– ,TV-14,24 min,"Animation, Action, Drama",8.6,Not available,"1,976"
456, Star Wars: The Bad Batch,2021– ,TV-PG,27 min,"Animation, Action, Adventure",8.6,Not available,"1,972"
457,Bir Yeralti Sitcom'u,2021– ,"
Comedy            ",Not available,Comedy,7.4,Not available,"1,969"
458,Kid 90,2021,TV-MA,71 min,"Documentary, Biography, History",6.9,67,"1,967"
459,Life in Colour,2021– ,TV-PG,59 min,Documentary,8.3,Not available,"1,966"
460, The Frog,2020–2021,Not Rated,46 min,"Crime, Drama, Mystery",7.7,Not available,"1,954"
461, Lucifer,2016– ,TV-14,53 min,"Crime, Drama, Fantasy",8.5,Not available,"1,953"
462, The Frog,2020–2021,Not Rated,47 min,"Crime, Drama, Mystery",7.8,Not available,"1,951"
463, Your Honor,2020–2021,TV-MA,59 min,"Crime, Drama, Thriller",7.3,Not available,"1,947"
464, Shadow and Bone,2021– ,TV-14,54 min,"Action, Adventure, Drama",8.2,Not available,"1,944"
465, Star Wars: The Bad Batch,2021– ,TV-PG,23 min,"Animation, Action, Adventure",7.4,Not available,"1,944"
466,Payback,2021,91 min,91 min,Thriller,6.0,Not available,"1,932"
467,Trese,2021– ,TV-MA,33 min,"Animation, Action, Adventure",7.2,Not available,"1,929"
468, Lucifer,2016– ,TV-14,59 min,"Crime, Drama, Fantasy",9.0,Not available,"1,921"
469, Star Wars: The Bad Batch,2021– ,TV-PG,24 min,"Animation, Action, Adventure",9.1,Not available,"1,913"
470,Jeet Ki Zid,2021– ,40 min,40 min,"Action, Drama",8.5,Not available,"1,907"
471,Marasli,2021– ,120 min,120 min,Drama,8.0,Not available,"1,906"
472, The Handmaid's Tale,2017– ,TV-MA,54 min,"Drama, Sci-Fi, Thriller",8.1,Not available,"1,904"
473, Star Wars: The Bad Batch,2021– ,TV-PG,21 min,"Animation, Action, Adventure",7.2,Not available,"1,902"
474, The Expanse,2015– ,TV-14,51 min,"Drama, Mystery, Sci-Fi",8.1,Not available,"1,902"
475,Nizhal,2021,Not Rated,118 min,"Drama, Mystery, Thriller",6.4,Not available,"1,897"
476,B.A. Pass 3,2021,136 min,136 min,"Drama, Romance",8.2,Not available,"1,893"
477, Shadow and Bone,2021– ,TV-14,52 min,"Action, Adventure, Drama",8.4,Not available,"1,891"
478,The Yinyang Master,2021,113 min,113 min,"Action, Adventure, Drama",6.4,Not available,"1,891"
479,Wild Dog,2021,TV-MA,145 min,"Action, Adventure, Crime",6.3,Not available,"1,891"
480, Fear the Walking Dead,2015– ,TV-MA,51 min,"Drama, Horror, Sci-Fi",8.0,Not available,"1,890"
481,Cinema Bandi,2021,98 min,98 min,"Comedy, Drama",8.0,Not available,"1,887"
482,Coyote,2021– ,TV-MA,290 min,"Crime, Drama, Thriller",6.8,Not available,"1,886"
483, The Frog,2020–2021,Not Rated,48 min,"Crime, Drama, Mystery",8.0,Not available,"1,881"
484, The Frog,2020–2021,Not Rated,48 min,"Crime, Drama, Mystery",7.6,Not available,"1,878"
485,Every Breath You Take,2021,R,105 min,"Drama, Mystery, Thriller",5.2,32,"1,875"
486,Last Chance U: Basketball,2021– ,TV-MA,Not available,"Documentary, Sport",8.4,Not available,"1,861"
487,Mai Hero Boll Raha Hu,2021– ,"
Action, Thriller            ",Not available,"Action, Thriller",8.9,Not available,"1,856"
488,False Positive,2021,R,92 min,"Horror, Mystery, Thriller",4.6,54,"1,854"
489, The Frog,2020–2021,Not Rated,54 min,"Crime, Drama, Mystery",7.7,Not available,"1,851"
490,Gibi,2021– ,30 min,30 min,Comedy,8.5,Not available,"1,850"
491,Born a Champion,2021,R,112 min,"Action, Drama, Sport",7.0,Not available,"1,843"
492, The Frog,2020–2021,Not Rated,45 min,"Crime, Drama, Mystery",7.8,Not available,"1,842"
493,Red,I 2021,TV-14,146 min,"Action, Crime, Drama",6.7,Not available,"1,822"
494,Kevin Can F**k Himself,2021– ,TV-MA,Not available,"Comedy, Drama",6.4,Not available,"1,818"
495, Jujutsu Kaisen,2020– ,TV-MA,24 min,"Animation, Action, Adventure",9.3,Not available,"1,817"
496, The Frog,2020–2021,Not Rated,52 min,"Crime, Drama, Mystery",7.9,Not available,"1,813"
497, The Frog,2020–2021,Not Rated,53 min,"Crime, Drama, Mystery",7.6,Not available,"1,813"
498, Lucifer,2016– ,TV-14,61 min,"Crime, Drama, Fantasy",8.5,Not available,"1,810"
499, Jujutsu Kaisen,2020– ,TV-MA,24 min,"Animation, Action, Adventure",9.2,Not available,"1,800"
500,Mouse,2021– ,80 min,80 min,"Action, Crime, Mystery",8.7,Not available,"1,786"
501, Resident Alien,2021– ,TV-14,47 min,"Comedy, Drama, Mystery",8.3,Not available,"1,780"
502,The Pursuit of Love,2021– ,"
Drama, Romance            ",Not available,"Drama, Romance",6.6,Not available,"1,773"
503,Starstruck,2021– ,30 min,30 min,Comedy,7.7,Not available,"1,772"
